"X1";"name";"recipe"
249;"Ziemniaki";"1. Ziemniaki ugotuj."
250;"Surówka colesław";"1. Kapustę pokrój w paski.
2. Marchew obierz i zetrzyj na tarce.
3. Pora posiekaj w plastry i posyp solą.
4. Wszystkie składniki wymieszaj z jogurtem.
5. Przypraw solą i skrop oliwą."
251;"Sałatka z granatem i nasionami";"1. Do miski włóż rukolę, obrany granat, kiełki, pestki dyni oraz sezam i żurawinę.
2. Wymieszaj ocet balsamiczny z oliwą i polej sałatkę.
3. Całość wymieszaj."
252;"Gulasz z kurczaka";"1. Mięso pokrój w kostkę.
2. Podsmaż na oleju pokrojoną w piórka cebulę i dodaj do niej kurczaka.
3. Pomidory sparz, zdejmij skórkę i usuń pestki.
4. Pomidory i paprykę pokrój w grubą kostkę, dodaj do mięsa i podsmaż.
5. Dodaj posiekany czosnek, oliwki, sól, pieprz, zioła i duś przez około 20 minut."
253;"Ryż kalafiorowy";"1. Kalafior umyj, podziel na różyczki i poodcinaj zgrubiałe łodyżki.
2. Wrzuć kawałki kalafiora do wysokiego naczynia i zblenduj.
3. Na patelni rozgrzej masło i dodaj masę z kalafiora.
4. Do szklanki nalej wodę i dodaj curry, pieprz, sól oraz poszatkowaną pietruszkę oraz koperek.
5. Kalafiora podlej wodą z ziołami i duś całość pod przykryciem przez kilka minut, tak aby nie rozgotował się."
254;"Sałatka buraczana";"1. Komosę ugotuj według przepisu na opakowaniu. 
2. Buraka pokrój w paski, natkę posiekaj.
3. Szpinak umyj i ułóż w salaterce.
4. Wszystkie składniki wymieszaj ze szpinakiem, dodaj chia, przypraw i skrop sokiem z cytryny i oliwą."
255;"Gofry z owocami";"1. Płatki owsiane zmiel razem z orzechami na mąkę. 
2. Dodaj wszystkie pozostałe składniki oprócz owoców i zmiksuj. 
3. Smaż gofry na złoty kolor w natłuszczonej gofrownicy.  Jeżeli nie posiadasz gofrownicy, możesz usmażyć gofry w formie placuszków na patelni. 
4. Podawaj z owocami."
256;"Koktajl egzotyczny";"1. Zblenduj wszystkie składniki z dodatkiem wody."
257;"Grillowany łosoś z prażonym kalafiorem";"1. Cebulkę drobno posiekaj i zeszklij na rozgrzanym oleju.
2. Kalafior sparz wrzątkiem, podziel na różyczki, dodaj do cebuli i chwilę podsmaż. 
3. Łososia przypraw i grilluj na patelni z dwóch stron.
4. Prażony kalafior z cebulką wyłóż na talerz i podawaj z łososiem."
258;"Kasza";"1. Przed ugotowaniem przepłucz kaszę 1-2 razy pod bieżącą zimną wodą.
2. Kaszę ugotuj według przepisu na opakowaniu."
259;"Płatki ryżowe z dodatkami";"1. Płatki ryżowe zalej wrzątkiem i odstaw na godzinę.
2. Żurawinę sparz i odstaw na 15 minut.
3. Wszystkie składniki wymieszaj."
260;"Ceviche z dorsza";"1. Dorsza pokrój w bardzo drobną kostkę i skrop sokiem z limonki.
2. Dodaj, sól, pieprz, posiekaną kolendrę, papryczkę chili i marynuj około 3 godziny w lodówce. 
3. Następnie dodaj ogórka pokrojonego w drobną kostkę i awokado.
4. Wszystkie składniki wymieszaj."
261;"Roladki z szynki faszerowane pastą chrzanowo-jajeczną";"1. Jaja ugotuj na twardo i zblenduj z chrzanem i przyprawami.
2. Dodaj pokrojonego w drobną kostkę ogórka i posiekany szczypiorek, wymieszaj.
3. Na plaster szynki nakładaj pastę i zwijaj w roladki. 
4. Podawaj z pomidorami pokrojonymi w ćwiartki."
262;"Czekoladowa babeczka z bakaliami";"1. Orzechy drobno posiekaj.
2. Wszystkie składniki dokładnie wymieszaj.
3. Masę przełóż do kokilki.
4. Schłodź w zamrażalniku."
263;"Pierożki ryżowe";"1. Mięso pokrój w drobną kostkę, przypraw i podsmaż na patelni.
2. Papier ryżowy namocz przez chwilę w zimnej wodzie, aż stanie się elastyczny.
3. Marchew zetrzyj na tarce, a papryczkę chili drobno posiekaj.
4. Kurczaka wymieszaj z marchewką i chili. 
5. Szczypiorek zblanszuj.
6. Na arkusze papieru nakładaj farsz mięsny, złóż w sakiewkę i przewiąż lekko szczypiorkiem.
7. Pierożki gotuj na parze."
264;"Krwisty detoks";"1. Imbir zetrzyj na tarce, a z cytryny wyciśnij sok.
2. Wszystkie składniki zblenduj z dodatkiem wody."
265;"Faszerowana kalarepka";"1. Kalarepkę oczyść z pędów, odkrój górę i wydrąż środek
2. Cebulę i czosnek zeszklij na rozgrzanym oleju.
3. Przed ugotowaniem przepłucz kaszę 1-2 razy pod bieżącą zimną wodą.
4. Kaszę ugotuj według przepisu na opakowaniu. 
5. Dodaj do cebuli ugotowaną kaszę, przyprawy i pomidorki, chwilę duś razem.
6. Farszem nadziewaj kalarepę i przykryj odkrojonym wierzchem. 
7. Włóż kalarepki do naczynia żaroodpornego i piecz pod przykryciem w 175°C około 25 minut do zmięknięcia kalarepy."
266;"Ryżowianka o smaku szarlotki";"1. Przed ugotowaniem przepłucz ryż 1-2 razy pod bieżącą zimną wodą.
2. Ryż ugotuj na mleku, w razie potrzeby dodaj wodę.
3. Rodzynki zalej wrzątkiem i mocz przez 15 minut.
4. Ryż wymieszaj z rodzynkami, miodem i cynamonem.
5. Podawaj ze startym jabłkiem."
267;"Koktajl z orzechami";"1. Orzechy namocz przez godzinę.
2. Wszystkie składniki zblenduj z dodatkiem wody."
268;"Królik duszony z grzybami i majerankiem";"1. Królika przypraw solą i pieprzem i obsmaż z dwóch stron na patelni.
2. Po zdjęciu królika, na tej samej patelni podsmaż pokrojone w drobną kostkę warzywa.
3. Następnie dodaj do warzyw grzyby i smaż razem.
4. W garnku zalej wodą królika, dodaj wszystkie przyprawy i gotuj przez około 1,5 godziny do miękkości. 
5. Dodaj do królika warzywa, grzyby i duś jeszcze razem przez około 30 minut."
269;"Orzechy laskowe";NA
270;"Grillowany dorsz z chipsami z jarmużu";"1. Dorsza przypraw solą, pieprzem, tymiankiem i zgrilluj.
2. Masło rozpuść i wymieszaj z przyprawami. 
3. Jarmuż umyj i podziel na mniejsze części, skrop przygotowaną marynatą.
4. Piecz jarmuż w piekarniku rozgrzanym do 120°C przez około 6 minut. 
5. Podawaj rybę z chipsami z jarmużu."
271;"Jaglanka na śniadanie";"1. Przed ugotowaniem przepłucz kaszę 1-2 razy pod bieżącą zimną wodą.
2. Maliny zblenduj z 50 ml mleka.
3. Kaszę ugotuj na pozostałej ilości mleka, w razie potrzeby dodaj wody.
4. Dodaj do gotującej kaszy cynamon i cukier.
5. Podawać kaszę polaną musem malinowym, udekorowaną pestkami granatu i wiórkami kokosowymi."
272;"Zielony mus";"1. Awokado, jabłko i syrop klonowy zblenduj.
2. Przełóż do miseczki i ozdób suszoną figą."
273;"Udziec z indyka faszerowany";"1. Mięso natrzyj przyprawami i czosnkiem.
2. Faszeruj udziec suszonymi pomidorami.
3. Piecz pod przykryciem w piekarniku rozgrzanym do 200°C przez około 45 minut."
274;"Brokuły";"1. Brokuły ugotuj w wodzie lub na parze, skrop oliwą."
275;"Grzanki czosnkowo-paprykowe";"1. Chleb natrzyj czosnkiem i masłem.
2. Pokrój chleb w paski i oprósz solą i papryką. 
3. Piecz w piekarniku lub grilluj na patelni do zarumienienia."
276;"Sałatka z indykiem w awokado";"1. Mięso przypraw, zgrilluj i pokrój w drobną kostkę.
2. Awokado umyj, przekrój na pół i usuń pestkę.
3. Wydrąż awokado z miąższu starając się nie uszkodzić skórki.
4. Miąższ z awokado pokrój w kostkę, pomidorki przekrój na pół.
5. Skórkę z awokado wypełnij rukolą, indykiem, pomidorkami, miąższem z awokado.
6. Wierzch posyp kiełkami rzodkiewki."
277;"Owsianka z gruszką";"1. Płatki owsiane połącz z mlekiem i miodem. 
2. Udekoruj owsiankę gruszką pokrojoną w kostkę i płatkami migdałowymi, posyp nasionami lnu."
278;"Baklawa z papieru ryżowego";"1. Orzechy zmiel i wymieszaj z masłem i kardamonem.
2. Arkusz papieru ryżowego przelej wrzątkiem i przekrój na 4 części.
3. Układaj w naczyniu żaroodpornym plaster papieru i smaruj lekko masą orzechową, następnie kolejna warstwa papieru i masy. Powtarzaj czynność tak, aby na wierzchu znajdował się papier. 
4. Włóż do piekarnika rozgrzanego do 180°C i piecz 15-20 minut."
279;"Leczo z kurczakiem";"1. Cebulę zeszklij na oleju.
2. Dodaj kurczaka pokrojonego w kostkę, przypraw solą i pieprzem, podsmaż.
3. Cukinię pokrój w drobną kostkę i podlej wodą, duś przez 15 minut.
4. Dodaj pozostałe składniki i duś do momentu zmięknięcia cukinii."
280;"Tagliatelle z cukinii w sosie paprykowym";"1. Paprykę pokrój w kostkę i podsmaż na rozgrzanym oleju. 
2. Podlej niewielką ilością wody i duś pod przykryciem do miękkości, a następnie zblenduj. 
3. Duś sos paprykowy aż do zgęstnienia.
4. Dopraw solą, pieprzem, słodką papryką i chili. 
5. Cukinię potnij na długie paski, najlepiej za pomocą obieraczki do warzyw, a następnie ją zblanszuj.
6. Na talerzu układaj makaron z cukinii, sos, posyp pokrojoną w kostkę szynką, posiekanym szczypiorkiem i udekoruj kiełkami."
281;"Gryczanka a'la Pina Colada";"1. Kaszę ugotuj na mleku kokosowym. 
2. W tym czasie ananasa pokrój w kostkę i podpraż na patelni bez tłuszczu, dodaj cynamon i kardamon.
3. Kaszę wymieszaj z cukrem i wiórkami kokosowymi. Wyłóż do miseczki.
4. Na wierzchu połóż ananasa, całość polej mleczkiem kokosowym."
282;"Awokado z czekoladą i żurawiną";"1. Podgrzej i rozpuść czekoladę.
2. Rozgnieć awokado widelcem i wymieszaj z płynną czekoladą.
3. Przełóż do miseczki, posyp żurawiną."
283;"Polędwiczki w sosie pieczarkowym";"1. Pokrój cebulę i paprykę w kostkę, pieczarki w plastry i wrzuć na rozgrzany na patelni olej. Dopraw solą, pieprzem i lubczykiem, duś kilka minut.
2. Polędwiczkę pokrój w plastry, dopraw solą pieprzem i majerankiem, dodaj na patelnię.
3. Obsmaż polędwiczki z obu stron, następnie dodaj mleczko kokosowe, wymieszaj i zdejmij z patelni.
4. Całość posyp posiekaną pietruszką."
284;"Kanapka";"1. Nałóż na pieczywo dobrej jakości wędlinę i plastry ogórka."
285;"Talerz warzyw";"1. Batata obierz i pokrój w cząstki. Wymieszaj z solą, pieprzem i chilli.
2. Jarmuż skrop roztopionym olejem kokosowym, posyp solą i papryką słodką.
3. Bataty i jarmuż wyłóż na blachę i wstaw do piekarnika rozgrzanego do 180 °C.
4. Po ok. 5 minutach wyjmij chipsy z jarmużu (mają być lekko chrupiące), a bataty zostaw na jeszcze ok. 15 minut, aż będą miękkie.
5. W tym czasie nasiona czerwonej soczewicy ugotuj bez namaczania przez 15 do 20 minut w podwójnej ilości wody w stosunku do ilości soczewicy.
6. Ugotowaną soczewicę dopraw solą, pieprzem i kurkumą.
7. Marchewkę obierz i zetrzyj na tarce o dużych oczkach, wymieszaj z sokiem z cytryny.
8. Kapustę poszatkuj i wymieszaj z sokiem z cytryny.
9. Awokado pokrój w kostkę i skrop sokiem z cytryny.
10. Wszystkie warzywa ułóż na talerzu i  skrop olejem lnianym."
286;"Sałatka z jajkiem i sosem z awokado";"1. Jajka ugotuj na twardo, następnie obierz i pokrój w plastry.
2. Ułóż szpinak, a na nim jajka i połówki pomidorków.
3. Awokado zblenduj z sokiem z cytryny i przyprawami.
4. Polej sałatkę sosem z awokado."
287;"Ananasowe smoothie";"1. Zblenduj razem wszystkie składniki.
2. Jeśli smoothie będzie zbyt gęste możesz dodać trochę wody."
288;"Suszone owoce";NA
289;"Pieczony łosoś z pomidorami";"1. Łososia skrop sokiem z cytryny, przypraw solą, pieprzem i bazylią. Włóż do naczynia żaroodpornego 
2. Pomidory pokrój w plastry i ułóż na łososiu. Posyp je oregano.
3. Przykryj naczynie i wstaw do piekarnika rozgrzanego do 180°C, piecz przez około 20 minut.
4. Po wyjęciu z piekarnika posyp posiekaną pietruszką."
290;"Karmelowy krem z daktyli";"1. Daktyle zalej wrzątkiem i odstaw na 10 minut, następnie odlej wodę.
2. Zblenduj daktyle z pozostałymi składnikami.
3. Przełóż krem do miseczki. Opcjonalnie możesz posypać go malina Lio Shake."
291;"Kasza gryczana ze szpinakiem i pieczarkami";"1. Przed ugotowaniem przepłucz kaszę 1-2 razy pod bieżącą zimną wodą.
2. Kaszę ugotuj według przepisu na opakowaniu.
3. Posiekaj cebulę, przeciśnij przez praskę czosnek i podsmaż na oleju kokosowym.
4. Dodaj szpinak i pokrojone pieczarki, duś jeszcze kilka minut.
5. Dopraw solą, pieprzem, bazylią.
6. Wymieszaj z ugotowaną kaszą gryczaną.
7. Posyp pokruszonym serem feta."
292;"Kanapki z pastą";"1. Upieczoną paprykę zblenduj z fetą, słonecznikiem, sokiem z cytryny, pieprzem i oregano.
2. Smaruj pastą pieczywo."
293;"Koktajl ""zielono mi""";"1. Jabłko i kiwi obierz i pokrój.
2. Owoce zblenduj ze szpinakiem i mlekiem kokosowym.
3. Przelej do szklanki i posyp jagodami goji."
294;"Polędwiczka wieprzowa";"1. Polędwiczkę nasmaruj olejem, natrzyj przyprawami i posiekanym czosnkiem.
2. Włóż do naczynia żaroodpornego i obłóż cebulą.
3. Piecz pod przykryciem przez ok. 20-30 minut w 180°C."
295;"Kolorowa sałatka";"1. Kapustę poszatkuj, marchew zetrzyj na tarce, awokado i paprykę pokrój w kostkę.
2. Przygotuj sos: wymieszaj olej, masło migdałowe, sos sojowy, sok z cytryny, sól, pieprz i kurkumę. 
3. Warzywa wymieszaj w misce z sosem."
296;"Sałatka z batatami i komosą";"1. Batata obierz i pokrój w kostkę, cebulę pokrój w piórka i upiecz razem w piekarniku przez ok.10-15 minut w 180°C.
2. Komosę ryżową przepłucz 1-2 razy pod bieżącą zimną wodą i ugotuj z plastrami cytryny według przepisu na opakowaniu. 
3. Przygotuj sos: wymieszaj sok z cytryny, ocet balsamiczny, syrop klonowy, sos sojowy oraz przyprawy: cynamon, imbir, kardamon i chilli.
4. Ugotowaną komosę wymieszaj z sosem i posiekanymi listkami mięty.
5. Na talerzu ułóż jarmuż, a na nim komosę, bataty i cebulę.
6. Całość posyp kiełkami i pestkami dyni."
297;"Koszyczki pomidorowe";"1. Z pomidorów wykrój koszyczki - odwróć pomidora szypułką na dół, nacinaj w połowie do 1/3 średnicy, a następnie od góry, zostawiając ""rączkę"" koszyczka powtórz czynność z drugiej strony. Wydrąż miąższ. 
2. Jaja rozbij na rozgrzany olej, przypraw i wymieszaj.
3. Kiedy jaja się zetną, wypełnij jajecznicą koszyczki i ozdób posiekanym szczypiorkiem."
298;"Koktajl z gruszką";"1. Zblenduj wszystkie składniki."
299;"Dorsz pieczony na szpinaku";"1. Szpinak umyj i ułóż w naczyniu żaroodpornym.
2. Dorsza przypraw, natrzyj czosnkiem i skrop sokiem z cytryny, a następnie ułóż na szpinaku.
3. Pomidory pokrój w plastry i rozłóż je na rybie.
4. Piecz pod przykryciem w piekarniku rozgrzanym do 200°C przez około 30 minut."
300;"Paprykowe pizze";"1. Paprykę przekrój na połowę i wydrąż z nasion.
2. Cebulę zeszklij na rozgrzanym oleju, dodaj starte pieczarki, przyprawy i szynkę pokrojoną w drobną kostkę.
3. Na paprykę nałóż farsz, starty ser i piecz w piekarniku przez około 20 minut w 180°C."
301;"Zdrowe gryczane pancakes";"1. Olej rozgrzej na patelni.
2. Pozostałe składniki zblenduj.
3. Z ciasta formuj placuszki i smaż na patelni z dwóch stron na złoty kolor."
302;"Koktajl czekoladowo-kokosowy";"1. Zblenduj wszystkie składniki"
303;"Pikantne skrzydełka";"1. Skrzydełka natrzyj czosnkiem i przyprawami. Możesz to zrobić dzień wcześniej i odstawić na noc do lodówki.
2. Piecz w piekarniku pod przykryciem w 190°C przez około 45 minut."
304;"Zimniaki";"1. Ziemniaki ugotuj w posolonej wodzie."
305;"Jogurt z wiórkami kokosowymi";"1. Wymieszaj wiórki z jogurtem."
306;"Caprese z bakłażanem";"1. Siemie lniane zmiel w młynku. 
2. Len mielony wymieszaj z przyprawami i suszonymi ziołami.
3. Jajo rozmieszaj w osobnym naczyniu.
4. Bakłażana pokrój w plastry, maczaj w jajku i mieszance ziół i lnu, a następnie smaż chwilę z dwóch stron. 
5. Rozgrzej piekarnik do 190°C.
6. Przełóż bakłażana na blaszkę, na każdy kawałek połóż plaster pomidora, posyp startą mozzarellą i zapiecz chwilę. 
7. Ozdób listkami świeżej bazylii."
307;"Jaglanka z warzywami";"1. Przed ugotowaniem przepłucz kaszę 1-2 razy pod bieżącą zimną wodą.
2. Kaszę ugotuj według przepisu na opakowaniu.
3. Paprykę, ogórka i seler naciowy pokrój w drobną kostkę, a por pokrój w cienkie plastry, orzechy posiekaj.
4. Wszystkie składniki wymieszaj z solą, pieprzem i oliwą."
308;"Budyń ryżowy czekoladowo-malinowy";"1. Przed ugotowaniem przepłucz ryż 1-2 razy pod bieżącą zimną wodą.
2. Ryż ugotuj na mleku, w razie potrzeby dodaj wodę. 
3. Wszystkie składniki zblenduj."
309;"Krewetki po karaibsku";"1. Oczyść krewetki.
2. W rondelku zeszklij cebulę na rozgrzanym oleju.
3. Dodaj paprykę pokrojona w kostkę i smaż do lekkiego zrumienienia.
4. Dodaj starty imbir, przyprawy, suszone zioła oraz pomidory.
5. Dodaj krewetki i duś pod przykryciem około 3 minuty.
6. Na koniec zdejmij z ognia i dopraw sokiem z limonki i posiekaną świeżą kolendrą."
310;"Brokuły w sosie czosnkowym";"1. Brokuły ugotuj.
2. Wszystkie składniki oprócz płatków migdałowych dokładnie wymieszaj.
3. Brokuły polej sosem czosnkowym i posyp płatkami migdałowymi."
311;"Duszona kapusta z wołowiną";"1. Wołowinę zmiel w maszynce. 
2. Podsmaż cebulę z wołowiną na rozgrzanym oleju rozdzielając mięso na mniejsze kawałki.
3. Gdy wołowina straci różowy kolor, dodaj pomidory, sól i pieprz. 
4. Dodaj kapustę, podlej wodą i duś przez około 20 minut."
312;"Zielona pasta z groszku";"1. Groszek ugotuj do miękkości z dodatkiem soli.
2. Czosnek, szczypiorek i por drobno posiekaj.
3. Zblenduj groszek ze szpinakiem, olejem, sokiem z cytryny, musztardą i przyprawami. Jeśli pasta będzie zbyt gęsta - dodaj trochę wody.
4. Dodaj posiekane warzywa i wymieszaj."
313;"Kanapki z pastą";"1. Pieczywo posmaruj pastą."
314;"Koktajl awokado-ananas";"1. Zblenduj składniki z dodatkiem mleka kokosowego i kilku kostek lodu."
315;"Łosoś";"1. Łososia skrop sokiem z cytryny i posyp przyprawami.
2. Usmaż na patelni bez tłuszczu.
3. Podawaj łososia z kaszą z warzywami."
316;"Kasza z warzywami";"1. Kaszę ugotuj według przepisu na opakowaniu.
2. Ugotuj warzywa z dodatkiem soli.
3. Wymieszaj dokładnie kaszę z warzywami i przyprawami."
317;"Jogurt z rodzynkami";"1. Wymieszaj jogurt z rodzynkami."
318;"Łosoś na szpinaku";"1. Łososia skrop sokiem z cytryny i posyp przyprawami.
2. Usmaż rybę na patelni bez tłuszczu.
3. Pokrój pomidora w ósemki.
4. Wyłóż szpinak na talerz, połóż łososia, dookoła połóż kawałki pomidora."
319;"Omlet korzenny z nutą pomarańczy";"1. Do miski wbij jajko, dodaj startą skórkę z pomarańczy, mleko, przyprawy i roztrzep całość.
2. Dodaj mąkę i jeszcze raz całość dokładnie wymieszaj.
3. Rozpuść tłuszcz na patelni, wlej masę i przykryj pokrywką.
4. Gdy masa się zetnie, omlet przerzuć na drugą stronę.
5. Omlet złóż na pół i wyłóż na talerz."
320;"Malinowy shake";"1. Zblenduj składniki z dodatkiem mleka roślinnego do uzyskania gładkiego koktajlu."
321;"Indyk w sosie pieczarkowo-paprykowym";"1. Pokrój mięso w kostkę i wymieszaj z solą, pieprzem, papryką słodką, curry i tymiankiem.
2. Pokrój pieczarki w plastry, paprykę w kostkę, posiekaj cebulę i czosnek.
3. Rozgrzej tłuszcz na patelni i podsmaż pokrojone warzywa, po kilku minutach dodaj mięso.
4. Duś całość ok. 15 minut.
5. Rozmieszaj mąkę z niewielką ilością wody i z mleczkiem kokosowym, wlej zawiesinę pod koniec gotowania.
6. Przypraw do smaku, dodaj posiekaną natkę."
322;"Kasza gryczana";"1. Kaszę ugotuj z dodatkiem soli swedług przepisu na opakowaniu."
323;"Ciastka buraczane";"1. Ostudzone buraki obierz ze skórki i pokrój w kostkę.
2. Do wysokiego naczynia wrzuć buraki, wsyp mąkę, pestki słonecznika, len, oraz przyprawy i miód.
3. Całość zblenduj i formuj z masy ciastka.
4. Masę ułóż na blaszce i piecz 40 minut w 180°C."
324;"Owsianka na zimno";"1. Namoczone płatki wymieszaj z przyprawami, pokrojonym w kostkę awokado i jogurtem."
325;"Bezkofeinowa kawa kokosowa";NA
326;"Śliwkowa gryczanka";"1. Ugotuj kaszę według przepisu na opakowaniu.
2. Zalej śliwki wrzątkiem i odstaw na 10 minut.
3. Zblenduj składniki z dodatkiem mleka roślinnego."
327;"Indyk gotowany na parze";"1. Mięso przypraw i ugotuj na parze."
328;"Kasza z awokado i szpinakiem";"1. Kaszę ugotuj według przepisu na opakowaniu.
2. Pokrój awokado w kostkę, porwij szpinak.
3. Wymieszaj kaszę z awokado, szpinakiem i przyprawami."
329;"Kanapka z pastą";"1. Pieczywo posmaruj pastą."
330;"Jajecznica z cukinią";"1. Na patelni rozpuść olej.
2. Dodaj startą cukinię i suszone pomidory pokrojone w kostkę, podsmaż chwilę.
3. Wbij jajka i delikatnie wymieszaj.
4. Dodaj sól, pieprz.
5. Przełóż jajecznicę na talerz."
331;"Koktajl winogronowy";"1. Usuń pestki z winogron. 
2, Wszystkie składniki zblenduj."
332;"Potrawka z cukinią i bakłażanem";"1. Bakłażana i cukinię pokrój w plastry i piecz w piekarniku przez około 20 minut.
2. W tym czasie kurczaka pokrój w kostkę i przypraw, pomidora i cebulę pokrój w kostkę.
3. Kurczaka i cebulę podsmaż na oleju.
4. Pieczone warzywa i pomidora dodaj do kurczaka.
5. Smaż jeszcze przez 5 minut, ewentualnie dopraw."
333;"Kasza";"1. Ugotuj kaszę według przepisu na opakowaniu."
334;"Zupa krem z marchewek i pomarańczy";"1. Na patelni podduś na maśle posiekaną cebulę, czosnek, chilli i imbir.
2. Marchewki gotuj do miękkości w wodzie. 
3. Zblenduj wszystko dodając przyprawy. 
4. Gotuj jeszcze parę minut i dodaj sok z pomarańczy oraz mleczko kokosowe."
335;"Kasza w sosie pomidorowym";"1. Kaszę ugotuj według przepisu na opakowaniu.
2. Cebulę posiekaj i podsmaż na oleju. Dodaj pokrojonego ogórka, pomidory, ugotowaną kaszę i przyprawy.
3. Duś przez około 10 minut."
336;"Placki shreka";"1. Wszystkie składniki (oprócz tahini i wiórków) zblenduj i smaż placuszki na oleju kokosowym. 
2. Smaruj tahini i posyp wiórkami kokosowymi."
337;"Migdałowy deser";"1. Wymieszaj masło migdałowe z pozostałymi składnikami.
2. Przełóż do miseczki i zjedz łyżeczką."
338;"Pieczeń drobiowa";"1. Przypraw kurczaka, obłóż cebulką pokrojoną w piórka i piecz w naczyniu żaroodpornym pod przykryciem."
339;"Brokuły";"1. Ugotuj brokuły."
340;"Soczewica z czosnkiem";"1. Nasiona zielonej soczewicy ugotuj bez namaczania przez 20-30 minut w podwójnej ilości wody w stosunku do ilości soczewicy.
2. Cebulkę i czosnek posiekaj i podsmaż na maśle.
3. Dodaj pomidory i przyprawy i duś przez 15 minut."
341;"Bezglutenowe placki";"1. Zmiel nasiona lnu w młynku.
2. Wszystkie składniki zblenduj i smaż placuszki na rozgrzanym oleju."
342;"Koktajl z awokado";"1. Wszystkie składniki zblenduj."
343;"Udko pieczone";"1. Udko przypraw i piecz w piekarniku przez około 40 minut."
344;"Ziemniaki";"1. Ziemniaki ugotuj w wodzie z dodatkiem soli."
345;"Surówka z marchwi i selera";"1. Marchew i seler zetrzyj na tarce.
3. Przygotuj dressing: wymieszaj oliwę z sokiem z cytryny.
4. Polej surówkę dressingiem i wymieszaj."
346;"Sałatka z szynką";"1. Warzywa i szynkę pokrój i wymieszaj z oliwą i bazylią."
347;"Placuszki z cukinii z fetą";"1. Cukinię zetrzyj na tarce, odciśnij sok.
2. Ser rozgnieć widelcem.
3. Posiekaj szczypiorek, koperek i natkę pietruszki.
4. Wszystkie składniki połącz i smaż placuszki na oleju kokosowym."
348;"Jaja sadzone na szpinaku";"1. Cebulę i czosnek posiekaj, podsmaż na rozgrzanym oleju.
2. Dodaj szpinak i smaż do momentu aż straci objęość, przypraw.
3. Wbij jaja i smaż do momentu ścięcia białka."
349;"Pudding gryczany z kremem czekoladowym";"1. Kaszę ugotuj na mleku, a następnie zblenduj.
2. Masło migdałowe, czekoladę i olej rozpuść w kąpieli wodnej i wymieszaj.
3. Pudding podawaj polany kremem czekoladowym."
350;"Naleśniki owsiane";"1. Zmiksuj jaja, mleko i mąkę z dodatkiem soli.
2. Smaż naleśniki na odrobinie rozgrzanego oleju."
351;"Twarożek bananowy";"1. Rodzynki namocz w wodzie przez 15 minut.
2. Pozostałe składniki zblenduj.
3. Wymieszaj twarożek z namoczonymi rodzynkami."
352;"Roladki z cukinii z twarożkiem";"1. Cukinię pokrój w cienkie plastry wzdłuż. 
2. Szczypiorek posiekaj.
3. Ser wymieszaj z mlekiem, przyprawami i szczypiorkiem.
4. Cukinię zblanszuj lub zgrilluj, faszeruj twarożkiem i zwijaj w roladki."
353;"Bakłażan faszerowany komosą ryżową i porem";"1. Bakłażany dokładnie umyj, osusz ręcznikiem, przekrój wzdłuż i wydrąż środek. 
2. Ugotuj komosę ryżową w lekko posolonej wodzie.
3. Zetrzyj na tarce na małych oczkach marchewkę, por pokrójna talarki. 
4. W miseczce wymieszaj wszystkie składniki wypełnienia: środek bakłażana, marchewkę, komosę, por, drobno posiekany koperek i olej kokosowy.
5. Wypełnij bakłażana farszem i piecz około 25 minut w 200℃."
354;"Sałatka z amarantusem i burakami";"1. Amarantus ugotuj w wodzie. 
2. Szpinak umyj i osusz. 
3. Ugotowanego buraka zetrzyj na średnich oczkach.
4. Jabłko dokładnie umyj i pokrój w kostkę.
5. Wszystkie składniki włóż do salaterki i wymieszaj, posypując pestkami dyni.
6. Wymieszaj składniki na dressing i polej nim warzywa."
355;"Koktajl bananowy na ciepło";"1. Mleko zagotuj z przyprawami i czekoladą.
2. Zblenduj mleko z bananem."
356;"Indyk w sosie brokułowym";"1. Brokuły ugotuj.
2. Cebulę i czosnek posiekaj i zeszklij na rozgrzanym oleju.
3. Dodaj mięso pokrojone w kostkę, przypraw i podsmaż.
4. Brokuły zblenduj z mleczkiem kokosowym.
5. Dodaj sos brokułowy do kurczaka i przez chwilę duś razem."
357;"Migdały";NA
358;"Domowe zapiekanki";"1. Pieczarki pokrój w plasterki, a paprykę w drobną kostkę. 
2. Cebulę drobno posiekaj, a mozzarellę zetrzyj na średnich oczkach.
3. Na pieczywo nakładaj pieczarki, szynkę, cebulę, paprykę i posyp mozzarellą i oregano.
4. Wstaw do piekarnika rozgrzanego do 180°C i piecz do zrumienienia."
359;"Owsianka a'la śliwka w czekoladzie";"1. Płatki ugotuj na mleku z czekoladą.
2. Dodaj pokrojone w kostkę śliwki i chili, gotuj jeszcze przez chwilę."
360;"Sałatka owocowa";"1. Owoce obierz i pokrój w kostkę, wymieszaj.
2. Posyp nasionami chia."
361;"Dorsz pieczony w burakach";"1. Dorsza przypraw. 
2. Buraka pokrój w plastry i rozłóż w naczyniu żaroodpornym.
3. Na buraka wyłóż dorsza, obłóż masłem. 
4. Piecz w piekarnik rozgrzanym do 180°C przez około 40 minut."
362;"Awokado z bakaliami";"1. Awokado pokrój w plasterki i skrop cytryną.
2. Posyp sezamem i namoczonymi wcześniej rodzynkami."
